amount,tx_count_1min,tx_amount_1hour,is_new_device,is_overseas,is_night,currency,sender_country,receiver_country,is_cross_border,amount_risk_tier,amount_usd_equivalent,avg_amount_usd_24h,sender_account_age_days,receiver_account_age_days,sender_tx_count_24h,sender_total_amount_usd_24h,receiver_inbound_count_24h,sender_receiver_tx_count_24h,small_amount_burst_1m,small_amount_spread_24h,is_first_time_receiver,fraud
164891.04,1,600360.96,0,0,0,VND,VN,VN,0,LOW,6.6,12.25,540,698,1,12.25,1,0,0,0,0,0
168207.89,4,276027.48,0,0,0,VND,VN,VN,0,LOW,6.73,9.69,1155,83,2,19.37,2,0,0,0,0,0
270648.34,1,1036195.57,0,0,0,VND,VN,VN,0,MEDIUM,10.83,2.75,1156,35,4,11.01,3,2,0,0,0,0
471808.4,2,693726.82,0,0,1,VND,VN,VN,0,MEDIUM,18.87,41.6,1263,529,1,41.6,1,0,0,0,0,0
1783121.58,4,10380469.61,1,0,1,VND,VN,VN,0,MEDIUM,71.32,41.81,1179,420,5,209.05,0,3,0,0,0,0
92524.03,0,428345.3,0,0,0,VND,VN,VN,0,LOW,3.7,0.8,1189,182,5,3.98,1,2,0,0,0,0
156822.0,2,671732.42,1,0,0,VND,VN,VN,0,LOW,6.27,1.52,220,118,5,7.62,1,0,0,0,0,0
352044.94,2,459495.02,0,0,0,VND,VN,VN,0,MEDIUM,14.08,2.41,369,563,4,9.65,4,1,0,0,0,0
171949.5,2,158999.78,0,0,1,VND,VN,VN,0,LOW,6.88,4.35,125,781,4,17.41,1,3,0,0,1,1
555127.78,0,1361239.24,0,0,0,VND,VN,VN,0,MEDIUM,22.21,6.42,810,12,4,25.68,1,4,0,0,0,0
700035.77,5,1221865.97,0,1,0,VND,VN,US,1,MEDIUM,28.0,21.99,1241,340,1,21.99,2,1,0,0,0,0
576069.04,0,794396.75,0,0,0,VND,VN,VN,0,MEDIUM,23.04,21.57,584,797,1,21.57,2,1,0,0,0,0
246134.19,3,734354.69,0,0,0,VND,VN,VN,0,MEDIUM,9.85,19.34,944,203,1,19.34,2,0,0,0,0,0
446262.7,2,2563065.46,0,0,0,VND,VN,VN,0,MEDIUM,17.85,10.27,1378,586,5,51.34,2,2,0,0,0,0
144661.68,1,836580.43,0,0,1,VND,VN,VN,0,LOW,5.79,8.82,707,631,2,17.65,1,1,0,0,0,0
1268145.49,2,4652487.6,0,0,0,VND,VN,VN,0,MEDIUM,50.73,38.49,996,757,0,38.49,2,0,0,0,1,1
82888.81,3,187313.25,0,0,0,VND,VN,VN,0,LOW,3.32,1.37,893,749,2,2.75,3,2,0,0,0,0
174412.23,1,584835.73,0,0,0,VND,VN,VN,0,LOW,6.98,1.19,838,428,5,5.97,0,3,0,0,0,0
102202.56,2,860403.31,1,0,0,VND,VN,VN,0,LOW,4.09,2.82,944,796,1,2.82,1,0,0,0,0,0
540485.91,3,1271383.55,0,0,0,VND,VN,VN,0,MEDIUM,21.62,46.86,1207,334,1,46.86,0,1,0,0,0,0
444501.16,2,1357928.23,0,0,1,VND,VN,VN,0,MEDIUM,17.78,5.64,878,418,3,16.92,1,2,0,0,0,0
118938.17,1,476064.19,0,0,0,VND,VN,VN,0,LOW,4.76,9.17,1309,738,1,9.17,4,1,0,0,0,0
626456.97,3,2971500.96,0,0,1,VND,VN,VN,0,MEDIUM,25.06,37.31,1319,181,2,74.62,1,2,0,0,0,0
175622.73,1,207455.89,0,0,0,VND,VN,VN,0,LOW,7.02,8.78,423,414,1,8.78,4,0,0,0,0,0
396522.88,0,770156.2,0,0,1,VND,VN,VN,0,MEDIUM,15.86,9.07,626,183,1,9.07,2,0,0,0,0,0
472879.72,3,812419.48,1,0,1,VND,VN,VN,0,MEDIUM,18.92,17.38,817,794,3,52.13,2,3,0,0,0,0
246803.3,6,367811.74,1,0,0,VND,VN,VN,0,MEDIUM,9.87,3.88,872,724,3,11.63,0,2,1,0,0,0
586771.06,0,2672874.75,0,0,1,VND,VN,VN,0,MEDIUM,23.47,17.47,1451,557,3,52.41,3,1,0,0,1,1
266177.5,4,1147661.55,1,0,0,VND,VN,VN,0,MEDIUM,10.65,2.37,1330,227,6,14.24,2,0,0,0,0,0
382334.72,1,1712281.33,0,0,0,VND,VN,VN,0,MEDIUM,15.29,7.41,683,319,3,22.24,1,2,0,0,1,0
241447.25,8,422690.6,1,0,0,VND,VN,VN,0,MEDIUM,9.66,24.48,208,482,0,24.48,1,0,1,0,0,0
73045.16,1,334304.72,0,0,0,VND,VN,VN,0,LOW,2.92,9.31,178,546,0,9.31,0,0,0,0,1,0
270316.57,2,1546234.12,1,0,0,VND,VN,VN,0,MEDIUM,10.81,4.92,186,310,2,9.83,2,1,0,0,0,0
154006.55,0,499841.39,0,0,1,VND,VN,VN,0,LOW,6.16,11.47,1035,190,0,11.47,1,0,0,0,0,0
842561.39,2,1381497.69,0,0,1,VND,VN,VN,0,MEDIUM,33.7,12.73,527,84,3,38.18,2,1,0,0,0,0
106603.11,5,397796.55,1,0,0,VND,VN,VN,0,LOW,4.26,4.55,987,467,1,4.55,0,1,1,0,0,0
743232.43,2,3028725.63,0,0,1,VND,VN,VN,0,MEDIUM,29.73,13.85,403,54,4,55.4,1,2,0,0,0,1
259346.74,0,1623479.88,0,0,1,VND,VN,VN,0,MEDIUM,10.37,5.05,503,372,5,25.25,1,2,0,0,0,0
402178.62,0,469995.75,0,0,0,VND,VN,VN,0,MEDIUM,16.09,7.76,1119,766,4,31.03,3,2,0,0,1,0
105352.02,1,494778.97,0,0,0,VND,VN,VN,0,LOW,4.21,1.14,1401,471,2,2.29,0,1,0,0,0,0
235250.77,1,388471.05,0,0,0,VND,VN,VN,0,MEDIUM,9.41,5.21,1161,102,4,20.84,0,0,0,0,0,0
689219.16,4,3732984.71,0,1,0,VND,VN,US,1,MEDIUM,27.57,21.38,783,571,4,85.51,5,0,0,0,1,0
1436085.92,2,5311490.67,0,0,1,VND,VN,VN,0,MEDIUM,57.44,52.84,522,601,3,158.52,2,2,0,0,0,0
176838.31,0,711073.22,0,0,0,VND,VN,VN,0,LOW,7.07,4.05,406,58,5,20.23,1,1,0,0,0,0
3618587.74,5,6998539.6,0,1,1,VND,VN,US,1,HIGH,144.74,60.41,644,766,6,362.46,1,1,0,0,1,1
711779.62,2,2945494.61,1,0,1,VND,VN,VN,0,MEDIUM,28.47,8.31,883,293,3,24.92,2,0,0,0,1,0
696940.23,2,2466355.59,0,0,0,VND,VN,VN,0,MEDIUM,27.88,19.4,957,743,3,58.19,1,3,0,0,0,0
189964.65,1,787596.52,0,0,1,VND,VN,VN,0,LOW,7.6,2.34,356,713,4,9.38,3,0,0,0,0,0
1148161.04,0,6442008.61,0,0,0,VND,VN,VN,0,MEDIUM,45.93,8.66,252,241,6,51.98,1,1,0,0,0,0
1341281.48,5,2683750.77,1,0,0,VND,VN,VN,0,MEDIUM,53.65,166.73,18,757,1,166.73,1,1,0,0,0,0
390560.11,0,2075657.47,0,0,0,VND,VN,VN,0,MEDIUM,15.62,12.69,865,333,3,38.08,0,3,0,0,0,0
209180.09,2,851872.19,0,0,1,VND,VN,VN,0,MEDIUM,8.37,25.0,480,440,0,25.0,2,0,0,0,0,0
155517.73,2,959699.38,1,0,1,VND,VN,VN,0,LOW,6.22,1.79,840,553,4,7.17,0,0,0,0,1,0
422447.03,0,839614.7,0,0,0,VND,VN,VN,0,MEDIUM,16.9,20.57,833,799,2,41.14,0,2,0,0,0,0
311351.17,0,1596495.12,0,0,0,VND,VN,VN,0,MEDIUM,12.45,3.67,242,558,4,14.69,1,3,0,0,1,0
340114.07,3,586231.31,0,0,0,VND,VN,VN,0,MEDIUM,13.6,20.38,404,727,2,40.76,3,2,0,0,0,0
307908.8,1,1271001.86,0,1,1,VND,VN,US,1,MEDIUM,12.32,5.66,505,163,5,28.32,0,0,0,0,0,0
303978.6,1,1519961.04,0,0,1,VND,VN,VN,0,MEDIUM,12.16,6.12,941,223,2,12.24,2,1,0,0,0,0
2004478.92,4,6494829.68,0,1,1,VND,VN,US,1,HIGH,80.18,62.82,1485,80,3,188.45,2,1,0,0,0,1
546554.05,4,1656446.49,1,0,0,VND,VN,VN,0,MEDIUM,21.86,55.02,1221,722,1,55.02,2,1,0,0,0,0
217381.37,1,1258450.28,0,0,0,VND,VN,VN,0,MEDIUM,8.7,23.72,472,96,0,23.72,0,0,0,0,0,0
273270.86,1,1338338.04,0,0,0,VND,VN,VN,0,MEDIUM,10.93,22.72,1124,89,1,22.72,4,1,0,0,0,0
98592.34,0,411469.1,0,0,0,VND,VN,VN,0,LOW,3.94,11.93,721,204,1,11.93,2,1,0,0,0,0
180062.78,4,698633.1,0,0,0,VND,VN,VN,0,LOW,7.2,7.3,403,211,2,14.6,2,2,0,0,0,0
975829.09,4,2462219.95,0,1,1,VND,VN,US,1,MEDIUM,39.03,12.47,347,571,2,24.93,4,1,0,0,0,0
476897.06,2,884619.09,0,0,0,VND,VN,VN,0,MEDIUM,19.08,58.17,12,238,1,58.17,3,1,0,0,0,0
174597.57,0,425715.1,0,0,1,VND,VN,VN,0,LOW,6.98,24.18,1164,72,1,24.18,0,1,0,0,0,0
136354.22,1,680411.63,1,0,0,VND,VN,VN,0,LOW,5.45,2.99,846,283,3,8.98,2,3,0,0,1,0
523482.73,1,1579912.65,0,0,0,VND,VN,VN,0,MEDIUM,20.94,12.15,828,609,1,12.15,1,1,0,0,1,0
216002.75,1,592054.14,0,0,0,VND,VN,VN,0,MEDIUM,8.64,12.65,134,591,1,12.65,1,1,0,0,0,0
712952.25,4,1147003.7,0,1,0,VND,VN,US,1,MEDIUM,28.52,49.05,695,93,2,98.09,1,1,0,0,0,0
545418.64,2,893641.55,0,0,0,VND,VN,VN,0,MEDIUM,21.82,31.39,666,637,0,31.39,1,0,0,0,0,0
418355.62,1,963358.36,0,0,0,VND,VN,VN,0,MEDIUM,16.73,17.65,648,196,3,52.94,1,2,0,0,1,1
253824.05,1,968485.75,0,0,0,VND,VN,VN,0,MEDIUM,10.15,6.13,859,407,2,12.26,2,1,0,0,0,0
227872.02,1,1033084.98,0,0,0,VND,VN,VN,0,MEDIUM,9.11,27.33,1410,430,1,27.33,2,1,0,0,0,0
1130820.59,6,5086867.77,0,1,1,USD,US,VN,1,CRITICAL,1130820.59,411896.37,466,469,2,823792.74,1,1,0,0,0,1
1334676.43,6,6358484.09,0,1,1,USD,US,VN,1,CRITICAL,1334676.43,4655725.18,510,157,1,4655725.18,4,1,0,0,1,1
346862.52,0,1669153.73,0,0,0,VND,VN,VN,0,MEDIUM,13.87,15.05,1295,225,3,45.15,1,2,0,0,1,1
968281.23,6,1028908.07,0,1,0,USD,US,VN,1,CRITICAL,968281.23,847975.98,880,781,2,1695951.96,1,2,0,0,1,1
188156.87,1,657039.12,0,0,0,VND,VN,VN,0,LOW,7.53,1.74,1144,70,3,5.23,4,2,0,0,1,0
196805.99,2,1131987.57,0,0,0,VND,VN,VN,0,LOW,7.87,2.84,116,81,4,11.37,0,0,0,0,0,0
260701.56,1,1398490.11,0,0,1,VND,VN,VN,0,MEDIUM,10.43,10.47,600,147,2,20.94,1,1,0,0,1,0
144231.41,0,57652.5,0,0,0,VND,VN,VN,0,LOW,5.77,5.9,395,388,2,11.79,2,0,0,0,0,0
132119.7,3,528634.04,1,0,0,VND,VN,VN,0,LOW,5.28,6.06,429,147,3,18.19,2,3,0,0,0,0
277257.04,3,600042.43,1,0,0,VND,VN,VN,0,MEDIUM,11.09,27.96,1312,457,1,27.96,0,1,0,0,1,0
622864.57,0,953416.47,1,0,0,VND,VN,VN,0,MEDIUM,24.91,5.03,1247,482,3,15.1,2,3,0,0,0,0
162911.28,0,537228.85,0,1,0,VND,VN,US,1,LOW,6.52,9.02,1353,790,2,18.04,2,2,0,0,0,0
1194201.76,4,3612871.13,0,1,0,VND,VN,US,1,MEDIUM,47.77,70.47,1471,28,1,70.47,0,1,0,0,1,0
363810.66,4,1905008.93,0,0,0,VND,VN,VN,0,MEDIUM,14.55,6.94,909,662,5,34.72,1,1,0,0,0,0
662800.41,1,2821396.8,0,0,1,VND,VN,VN,0,MEDIUM,26.51,9.25,819,614,4,37.0,3,1,0,0,0,0
1143865.25,0,3053348.12,0,0,0,VND,VN,VN,0,MEDIUM,45.75,4.18,906,320,8,33.48,2,3,0,0,0,1
244414.88,0,529507.11,0,0,0,VND,VN,VN,0,MEDIUM,9.78,11.88,1352,413,2,23.77,0,1,0,0,0,0
1301974.58,1,1713909.2,0,0,0,VND,VN,VN,0,MEDIUM,52.08,27.12,1491,230,4,108.48,0,4,0,0,0,0
417347.52,2,1148158.52,0,0,0,VND,VN,VN,0,MEDIUM,16.69,6.51,157,473,2,13.02,1,2,0,0,0,0
546162.28,2,1523738.16,1,0,0,VND,VN,VN,0,MEDIUM,21.85,12.54,1473,483,2,25.07,2,1,0,0,0,0
133381.32,2,235699.07,0,0,0,VND,VN,VN,0,LOW,5.34,8.27,270,111,2,16.53,1,1,0,0,0,0
416670.17,1,1531924.0,0,0,0,VND,VN,VN,0,MEDIUM,16.67,7.73,206,28,3,23.19,1,1,0,0,0,0
582696.61,0,3063825.0,0,0,0,VND,VN,VN,0,MEDIUM,23.31,49.75,1033,349,1,49.75,1,1,0,0,0,0
919057.61,3,2106422.44,0,1,0,VND,VN,US,1,MEDIUM,36.76,11.49,1113,201,5,57.47,3,2,0,0,1,0
42015.46,0,142799.79,1,0,0,VND,VN,VN,0,LOW,1.68,5.39,1119,595,1,5.39,2,0,0,0,0,0
331623.39,3,1899335.86,1,0,0,VND,VN,VN,0,MEDIUM,13.26,4.19,1338,191,4,16.76,2,1,0,0,0,0
252407.25,1,562878.41,0,0,0,VND,VN,VN,0,MEDIUM,10.1,1.4,300,493,4,5.6,2,0,0,0,1,0
812758.77,1,1960011.36,0,0,0,VND,VN,VN,0,MEDIUM,32.51,8.3,519,492,2,16.6,2,2,0,0,0,0
198048.31,1,432146.83,0,0,0,VND,VN,VN,0,LOW,7.92,8.93,958,497,2,17.85,1,0,0,0,0,0
174772.88,5,697403.87,0,0,0,VND,VN,VN,0,LOW,6.99,4.44,740,608,2,8.88,2,0,1,0,0,0
123183.97,1,528246.23,0,0,0,VND,VN,VN,0,LOW,4.93,7.08,414,511,2,14.15,0,2,0,0,0,0
184875.33,3,473361.83,0,0,0,VND,VN,VN,0,LOW,7.4,3.56,323,596,2,7.13,1,1,0,0,0,0
2191760.8,0,6362118.04,0,0,0,VND,VN,VN,0,HIGH,87.67,55.76,1277,665,4,223.05,1,2,0,0,0,0
90220.54,3,272912.76,0,0,0,VND,VN,VN,0,LOW,3.61,3.72,1063,245,3,11.17,2,2,0,0,0,0
108937.74,0,642896.19,0,0,0,VND,VN,VN,0,LOW,4.36,14.97,1230,118,1,14.97,4,1,0,0,0,0
284723.26,0,1406397.99,0,0,0,VND,VN,VN,0,MEDIUM,11.39,23.27,914,150,0,23.27,1,0,0,0,1,0
1303969.95,1,3563066.06,0,0,0,VND,VN,VN,0,MEDIUM,52.16,36.23,1477,594,5,181.16,1,1,0,0,0,0
517186.65,0,1196692.51,0,0,0,VND,VN,VN,0,MEDIUM,20.69,5.94,456,672,4,23.74,2,2,0,0,1,0
950027.75,1,1370611.71,0,0,0,VND,VN,VN,0,MEDIUM,38.0,21.62,1259,603,2,43.24,1,0,0,0,0,0
222172.82,0,506084.1,0,0,0,VND,VN,VN,0,MEDIUM,8.89,5.18,890,223,3,15.53,0,2,0,0,0,0
104550.07,2,306696.36,0,0,0,VND,VN,VN,0,LOW,4.18,3.17,212,150,3,9.5,6,1,0,0,0,0
211734.48,1,412764.83,0,0,0,VND,VN,VN,0,MEDIUM,8.47,9.5,22,670,2,19.0,1,1,0,0,1,0
270079.71,0,560135.87,0,0,0,VND,VN,VN,0,MEDIUM,10.8,26.75,564,155,1,26.75,5,0,0,0,0,0
299005.72,1,916242.24,0,0,1,VND,VN,VN,0,MEDIUM,11.96,20.5,1232,424,2,41.0,3,1,0,0,1,1
252587.0,1,1174038.11,0,0,0,VND,VN,VN,0,MEDIUM,10.1,4.3,1234,20,2,8.6,3,2,0,0,0,0
461875.61,1,2783427.97,0,0,0,VND,VN,VN,0,MEDIUM,18.48,5.46,407,78,2,10.91,0,1,0,0,1,0
871715.59,4,1199147.02,0,1,0,VND,VN,US,1,MEDIUM,34.87,7.45,618,78,5,37.26,0,0,0,0,0,0
555281.9,7,1629356.08,0,1,0,VND,VN,US,1,MEDIUM,22.21,26.06,616,177,2,52.12,3,1,0,0,0,1
120154.75,1,334780.44,0,0,1,VND,VN,VN,0,LOW,4.81,4.47,469,626,2,8.94,3,1,0,0,0,0
345853.23,0,638821.19,0,0,0,VND,VN,VN,0,MEDIUM,13.83,28.25,435,26,1,28.25,0,0,0,0,0,0
321037.49,1,589648.14,0,0,1,VND,VN,VN,0,MEDIUM,12.84,3.95,1262,272,5,19.77,0,1,0,0,0,0
672371.98,1,1334199.3,0,0,0,VND,VN,VN,0,MEDIUM,26.89,17.48,530,166,0,17.48,4,0,0,0,0,0
946231.64,0,2319425.06,0,0,0,VND,VN,VN,0,MEDIUM,37.85,29.85,1267,195,2,59.7,0,1,0,0,1,0
119906.66,1,337079.63,0,0,0,VND,VN,VN,0,LOW,4.8,11.92,1133,194,0,11.92,0,0,0,0,1,0
301836.66,1,425967.81,0,0,0,VND,VN,VN,0,MEDIUM,12.07,6.23,1342,63,2,12.45,1,2,0,0,0,1
254226.87,0,1024340.14,0,0,0,VND,VN,VN,0,MEDIUM,10.17,6.59,93,109,4,26.36,1,2,0,0,0,0
93662.49,0,465836.77,1,0,1,VND,VN,VN,0,LOW,3.75,5.44,424,446,2,10.88,0,0,0,0,0,0
199560.74,1,1179013.74,0,0,0,VND,VN,VN,0,LOW,7.98,9.12,675,464,3,27.36,0,1,0,0,0,0
4846198.96,5,20430618.53,0,1,0,USD,US,VN,1,CRITICAL,4846198.96,2182642.33,301,128,5,10913211.63,1,0,0,0,0,1
184512.6,2,886769.6,1,0,0,VND,VN,VN,0,LOW,7.38,8.63,1450,75,2,17.26,2,1,0,0,0,0
162878.64,3,666402.81,1,0,1,VND,VN,VN,0,LOW,6.52,4.96,993,66,4,19.83,1,2,0,0,0,0
954490.85,1,2214144.25,0,1,0,VND,VN,US,1,MEDIUM,38.18,28.34,568,690,4,113.37,5,1,0,0,0,0
587580.3,0,2184466.35,0,0,0,VND,VN,VN,0,MEDIUM,23.5,81.64,658,63,0,81.64,1,0,0,0,0,0
235977.66,1,839824.41,0,0,0,VND,VN,VN,0,MEDIUM,9.44,6.4,701,527,3,19.2,1,1,0,0,0,0
326362.79,0,1418245.94,0,0,1,VND,VN,VN,0,MEDIUM,13.05,5.42,660,486,5,27.08,1,1,0,0,0,0
53452.6,2,257884.8,1,0,1,VND,VN,VN,0,LOW,2.14,0.39,377,90,3,1.17,0,1,0,0,0,0
455542.62,2,1010638.21,0,0,0,VND,VN,VN,0,MEDIUM,18.22,4.4,840,249,3,13.21,1,3,0,0,1,0
350056.1,6,1610859.64,1,0,0,VND,VN,VN,0,MEDIUM,14.0,16.02,93,86,3,48.07,2,0,1,0,0,1
575796.91,3,2103541.18,0,0,0,VND,VN,VN,0,MEDIUM,23.03,15.91,66,590,3,47.74,2,3,0,0,0,1
73077.91,1,515463.08,0,0,0,VND,VN,VN,0,LOW,2.92,1.94,94,607,4,7.78,2,1,0,0,1,0
1065797.26,4,5461826.75,0,1,0,USD,US,VN,1,CRITICAL,1065797.26,1218844.1,1487,223,1,1218844.1,1,1,0,0,0,0
611173.66,4,2342894.03,0,0,0,VND,VN,VN,0,MEDIUM,24.45,11.41,1187,3,4,45.65,2,1,0,0,1,0
195301.03,1,629074.32,0,0,0,VND,VN,VN,0,LOW,7.81,3.82,15,485,4,15.27,0,4,0,0,0,0
308133.96,2,1825121.43,0,0,0,VND,VN,VN,0,MEDIUM,12.33,5.5,673,401,3,16.5,0,3,0,0,1,0
218115.73,3,1235991.52,1,0,0,VND,VN,VN,0,MEDIUM,8.72,10.43,924,132,2,20.86,1,2,0,0,1,0
222160.98,0,1044854.59,0,0,0,VND,VN,VN,0,MEDIUM,8.89,3.33,244,765,3,9.99,0,3,0,0,0,0
711656.27,1,2581058.84,0,0,1,VND,VN,VN,0,MEDIUM,28.47,5.43,867,121,4,21.72,2,1,0,0,0,0
564866.9,6,990186.4,0,1,1,VND,VN,US,1,MEDIUM,22.59,10.93,1004,571,5,54.67,0,1,0,0,0,0
285584.45,1,165342.67,0,0,0,VND,VN,VN,0,MEDIUM,11.42,8.18,264,223,4,32.71,2,1,0,0,0,0
358190.9,0,1727372.12,0,0,0,VND,VN,VN,0,MEDIUM,14.33,32.27,1232,205,1,32.27,1,1,0,0,0,0
599334.72,1,839771.73,0,0,1,VND,VN,VN,0,MEDIUM,23.97,6.25,649,649,4,25.0,3,2,0,0,0,0
270637.09,0,974771.18,0,0,1,VND,VN,VN,0,MEDIUM,10.83,24.5,201,556,0,24.5,1,0,0,0,1,0
613331.24,3,2385486.53,1,0,0,VND,VN,VN,0,MEDIUM,24.53,68.7,1276,148,0,68.7,2,0,0,0,0,0
284653.21,0,1108823.54,0,0,0,VND,VN,VN,0,MEDIUM,11.39,3.44,915,771,6,20.61,2,1,0,0,0,0
324375.49,3,1111507.13,1,0,1,VND,VN,VN,0,MEDIUM,12.98,11.12,1170,708,3,33.36,1,3,0,0,1,0
315213.03,2,1674040.03,0,0,0,VND,VN,VN,0,MEDIUM,12.61,6.68,264,49,1,6.68,1,1,0,0,1,0
484783.79,3,1317742.68,0,0,0,VND,VN,VN,0,MEDIUM,19.39,14.76,836,245,4,59.04,0,3,0,0,0,0
445208.85,1,437126.43,0,0,0,VND,VN,VN,0,MEDIUM,17.81,15.5,184,360,3,46.51,0,0,0,0,0,0
128695.65,4,877545.23,1,0,1,VND,VN,VN,0,LOW,5.15,3.56,126,337,5,17.78,0,1,0,0,1,0
1653833.72,4,2343963.43,0,1,0,VND,VN,US,1,MEDIUM,66.15,42.87,958,473,0,42.87,3,0,0,0,0,0
444851.68,0,1815792.61,0,0,0,VND,VN,VN,0,MEDIUM,17.79,3.0,699,700,3,9.01,1,1,0,0,0,0
2905200.47,3,3070741.81,0,1,0,VND,VN,US,1,HIGH,116.21,84.12,1030,349,3,252.37,1,3,0,0,0,1
139177.8,0,692235.01,1,0,0,VND,VN,VN,0,LOW,5.57,4.45,857,12,4,17.82,1,4,0,0,1,0
444113.33,0,1253403.43,0,0,0,VND,VN,VN,0,MEDIUM,17.76,34.6,992,59,1,34.6,1,0,0,0,0,0
228453.22,1,1052437.9,0,0,0,VND,VN,VN,0,MEDIUM,9.14,1.75,580,245,6,10.5,2,4,0,0,0,0
342454.15,1,1141241.72,0,0,0,VND,VN,VN,0,MEDIUM,13.7,32.2,611,130,0,32.2,4,0,0,0,0,0
132571.4,2,880287.7,0,0,1,VND,VN,VN,0,LOW,5.3,12.73,250,701,1,12.73,1,1,0,0,0,0
293596.92,3,630880.68,0,0,0,VND,VN,VN,0,MEDIUM,11.74,9.35,80,608,2,18.7,1,2,0,0,0,0
1017192.68,3,2431974.42,0,1,0,VND,VN,US,1,MEDIUM,40.69,17.56,244,301,5,87.78,4,0,0,0,0,1
143258.38,5,490975.83,1,0,0,VND,VN,VN,0,LOW,5.73,1.44,590,113,2,2.88,0,0,1,0,0,1
879026.82,0,1346968.43,0,0,0,VND,VN,VN,0,MEDIUM,35.16,17.12,96,727,2,34.23,1,2,0,0,0,0
93137.61,7,852335.2,1,0,0,VND,VN,VN,0,LOW,3.73,2.62,477,460,2,5.24,2,2,1,0,1,1
443816.95,2,643749.91,0,0,0,VND,VN,VN,0,MEDIUM,17.75,7.66,626,615,2,15.33,1,2,0,0,0,1
47986.29,4,7883.21,0,0,0,VND,VN,VN,0,LOW,1.92,1.56,904,758,2,3.12,2,2,0,0,0,0
244938.49,1,371628.37,0,0,0,VND,VN,VN,0,MEDIUM,9.8,4.63,1066,256,2,9.25,1,0,0,0,1,0
424950.36,1,578694.15,0,0,0,VND,VN,VN,0,MEDIUM,17.0,16.58,203,694,3,49.73,2,2,0,0,0,0
506090.8,2,1489564.47,0,0,0,VND,VN,VN,0,MEDIUM,20.24,11.57,543,354,4,46.29,2,2,0,0,1,0
274023.8,4,494116.65,1,0,0,VND,VN,VN,0,MEDIUM,10.96,3.93,348,555,7,27.48,0,0,0,0,1,0
247404.9,1,1376234.37,0,0,0,VND,VN,VN,0,MEDIUM,9.9,3.29,1459,774,4,13.16,0,4,0,0,0,0
453877.39,0,2620673.66,0,0,0,VND,VN,VN,0,MEDIUM,18.16,14.84,1415,65,4,59.36,1,0,0,0,1,0
605007.97,0,1142838.66,0,0,1,VND,VN,VN,0,MEDIUM,24.2,9.76,191,134,5,48.8,1,1,0,0,0,0
3830360.78,3,7534981.76,0,1,0,USD,US,VN,1,CRITICAL,3830360.78,2192839.22,912,231,2,4385678.44,4,2,0,0,0,1
112632.99,5,190386.11,1,0,1,VND,VN,VN,0,LOW,4.51,3.62,49,413,3,10.85,2,3,1,0,0,1
683101.59,5,2381317.64,0,1,1,USD,US,VN,1,CRITICAL,683101.59,283065.17,365,526,7,1981456.17,3,2,0,0,1,1
57231.0,1,276547.27,1,0,1,VND,VN,VN,0,LOW,2.29,7.3,128,432,0,7.3,2,0,0,0,1,0
106337.61,0,74871.4,0,0,1,VND,VN,VN,0,LOW,4.25,14.78,334,189,1,14.78,0,1,0,0,0,0
174889.73,0,554580.5,0,0,0,VND,VN,VN,0,LOW,7.0,10.52,156,584,2,21.05,4,0,0,0,1,0
567365.49,3,3057242.15,0,0,0,VND,VN,VN,0,MEDIUM,22.69,3.99,1070,499,5,19.97,0,1,0,0,1,0
206763.35,2,732150.7,0,0,0,VND,VN,VN,0,MEDIUM,8.27,9.06,1183,412,3,27.18,0,3,0,0,0,0
238774.87,1,232836.78,0,0,0,VND,VN,VN,0,MEDIUM,9.55,12.94,1198,335,2,25.87,2,1,0,0,0,0
371395.57,3,1778918.18,0,0,0,VND,VN,VN,0,MEDIUM,14.86,30.94,154,460,1,30.94,0,1,0,0,1,0
960874.74,3,2247087.75,0,1,0,USD,US,VN,1,CRITICAL,960874.74,794629.5,1066,398,3,2383888.51,3,2,0,0,0,0
66435.91,1,440562.42,0,0,0,VND,VN,VN,0,LOW,2.66,0.54,1273,426,4,2.14,2,2,0,0,0,0
169491.01,2,795901.14,0,0,0,VND,VN,VN,0,LOW,6.78,1.52,412,100,5,7.6,1,0,0,0,0,0
270887.13,2,605252.88,0,0,0,VND,VN,VN,0,MEDIUM,10.84,7.82,1393,639,4,31.26,1,1,0,0,0,0
421403.93,2,1262358.31,0,0,0,VND,VN,VN,0,MEDIUM,16.86,10.84,1352,744,2,21.69,1,1,0,0,0,0
254030.16,4,1080936.78,0,0,1,VND,VN,VN,0,MEDIUM,10.16,6.08,1242,658,4,24.32,1,2,0,0,0,0
416180.85,4,2063766.88,1,0,0,VND,VN,VN,0,MEDIUM,16.65,10.71,76,753,2,21.42,1,2,0,0,0,0
593343.97,2,2044997.57,0,0,0,VND,VN,VN,0,MEDIUM,23.73,17.27,951,343,4,69.09,0,0,0,0,1,0
687228.3,1,2417257.74,0,0,0,VND,VN,VN,0,MEDIUM,27.49,6.41,451,548,4,25.66,1,0,0,0,0,0
337470.05,1,432513.7,0,0,0,VND,VN,VN,0,MEDIUM,13.5,21.69,1043,220,2,43.37,2,0,0,0,0,0
126390.29,0,107141.09,0,0,0,VND,VN,VN,0,LOW,5.06,4.41,575,352,4,17.64,5,1,0,0,0,0
116569.0,3,345662.24,0,0,0,VND,VN,VN,0,LOW,4.66,3.15,1255,671,1,3.15,1,1,0,0,0,0
